path,rights_group,origin,origin_commit,source_identity,modification_status,owner_evidence,ai_assistance,third_party_material,inbound_license,current_notice,outbound_license,redistribution_authority,public_status,public_release_eligible,required_action,evidence_reference,authority_effect,record_status
_triadicbrain_build_backend.py,D,OA-01 generated projection,NOT_APPLICABLE,OA01_GENERATED_BYTES,RL02_SUCCESSOR_MODIFIED,HUMAN_COMMISSION_AND_GENERATION_RECORD; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,YES_OPENAI_CODEX,NO_KNOWN_COPIED_MATERIAL; FILE_LEVEL_REVIEW_REQUIRED,GENERATED_PENDING_HUMAN_RIGHTS_CONFIRMATION,AI_ASSISTANCE_DISCLOSURE_PENDING_APPROVAL,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:_triadicbrain_build_backend.py,NONE,ACTIVE
components/CoherenceLattice/AGENTS.md,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:34a350136d3c818f641d97959e9d9ca68ebec390,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/AGENTS.md,NONE,ACTIVE
components/CoherenceLattice/README.md,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:758c6e896ced3db9673095a0ca070a6c7edeea7b,RL02_REPLACED_INHERITED_PATH,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED; RL01_OPERATIVE_DECISION_RECEIPT:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,RL02_OPERATIVE_DECISION:da4f57bddcd15e9b74029d3797bbb60704e45ffb4f44dbca02d5e763c2b2211f;RL02_CANDIDATE:components/CoherenceLattice/README.md,NONE,ACTIVE
components/CoherenceLattice/docs/architecture/UVLM_TRIADIC_COGNITION_CORE_V1.md,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:6ef872ad1d8f2d7183010c98f1e5e51ff5164cd5,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/docs/architecture/UVLM_TRIADIC_COGNITION_CORE_V1.md,NONE,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:bbceed2f61a406d7d330f5964d6612c41a6acb6c,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.json,NONE,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.schema.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:79b988d05d60a493ee475f589b30ddee041fa397,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/docs/architecture/local_alpha_product_runtime_manifest_candidate_v0_1.schema.json,NONE,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ae8c52e6e17b2a8f75e690fdaed946feb3d66873,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.json,NONE,ACTIVE
components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.schema.json,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:5a64c5cec26366f2377f2c0e726615aa7db8cf7a,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/docs/architecture/local_alpha_repo_housekeeping_product_manifest_preflight_v0_1.schema.json,NONE,ACTIVE
components/CoherenceLattice/pyproject.toml,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:2bb9b12d5837ba68119c6921a010fe1d235fa5ca,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/pyproject.toml,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:134759c657bf5cb41618c1d1862f147c00794830,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:b7523c6c1f7394612234201fd0d2b6f4dcd2fdf6,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/action_firewall.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:35c06fe958d105df873954f9c6d1c101f37b57b6,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/action_firewall.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/admission.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:5a5cbac1ee52b3e316a9b2d59acf2cdfbe24e491,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/admission.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/consent_check.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ef1e8afa4754650ca92721657eb2eaa5adc546cd,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/consent_check.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/failure_receipt.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:8cf37e2000854be6fd2f6d3897de30e1b13374a4,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/failure_receipt.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/grounding_binding.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:61cb4d56cc8245bdcad70768a5fda75569cb06f3,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/grounding_binding.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/instruction_quarantine.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:6e1e9e4b94b3ff98272eabf1f12a9ff51db495ae,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/instruction_quarantine.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/local_runtime_enforcement_adapter.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:8ed2fe653c8ee361a0dc1a5cc5b245dc15be181b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/local_runtime_enforcement_adapter.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/model_candidate_gate.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ae2a303bb0dfa6a0d59fe7c3f06a3f97cae2321c,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/model_candidate_gate.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/policy.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:7cf890b890be3b63a8e5655dafe4460fcffc753b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/policy.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/receipt_chain_export.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:78719f023bd98f3422c9a06039490bdd6dc8f38f,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/receipt_chain_export.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/source_scope.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:a3ab63a9bc0ffa4768368f70f99312221a7a7ca3,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/source_scope.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/totality_admission.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:b320a37f741611467d24073576f33a07e99a0c1a,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/totality_admission.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/types.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:e1cc7aef7a2c1de82d1949aa9220e3cfeba4860b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/types.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aegis/ui_preflight_status_surface.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:0d8fc44388ab3d3eee95cacbffb34a3f9c0b69be,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aegis/ui_preflight_status_surface.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/__init__.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:29e9e990a82b558ed9abe676ca188457ffe1a416,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/__init__.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/cli.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:ff1f9bbcffd35a1e3cdcb7a82e2ee4f0549e5d13,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/cli.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/engine.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:fa942b370bb41f08525065f70946cc74e7e25169,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/engine.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/models.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:e05510dc3539b88f519deb7a340fb5a5f5f9823b,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/models.py,NONE,ACTIVE
components/CoherenceLattice/python/src/coherence/aha/web.py,A,TriadicGate,a3b306f6df40fc9862f2494f5048bd604ceafce0,GIT_BLOB:d6a4ee7adcf2785e80a5226e9dcb0d7081c5795a,UNMODIFIED_EXACT_GIT_BLOB,REPOSITORY_OWNER_SUPPLIED_EXACT_SOURCE; HUMAN_ATTESTATION_REQUIRED,UNKNOWN_REQUIRES_HUMAN_REVIEW,UNKNOWN_REQUIRES_FILE_LEVEL_REVIEW,FILE_SPECIFIC_NOTICES_MAY_APPLY,PRESERVE_INHERITED_NOTICES,MPL-2.0,HUMAN_APPROVED_RL02_CANDIDATE_PENDING_INDEPENDENT_REVIEW,HOLD,false,INDEPENDENT_REVIEW_OF_RL02_CANDIDATE_BEFORE_PUBLIC_RELEASE,PROJECTION_LINEAGE.csv#components/CoherenceLattice/python/src/coherence/aha/web.py,NONE,ACTIVE
